,Type,UI,PubmedID,NameOfSubstance,RegistryNumber,MeshHeadingID,DescriptorName,MajorTopicYN,QualifierName
5027,Chemical,D000889,12150593,Anti-Arrhythmia Agents,0,,,,
5028,Chemical,D000927,12150593,Anticonvulsants,0,,,,
5029,Chemical,D010672,12150593,Phenytoin,6158TKW0C5,,,,
5030,Chemical,D008012,12150593,Lidocaine,98PI200987,,,,
5031,Chemical,D010634,12150593,Phenobarbital,YQE403BP4D,,,,
5032,DescriptorName,D000889,12150593,,,1,Anti-Arrhythmia Agents,N,
5033,QualifierName,Q000008,12150593,,,1,,N,administration & dosage
5034,DescriptorName,D000927,12150593,,,2,Anticonvulsants,N,
5035,QualifierName,Q000008,12150593,,,2,,N,administration & dosage
5036,DescriptorName,D003937,12150593,,,3,"Diagnosis, Differential",N,
5037,DescriptorName,D062787,12150593,,,4,Drug Overdose,N,
5038,DescriptorName,D004359,12150593,,,5,"Drug Therapy, Combination",N,
5039,DescriptorName,D004830,12150593,,,6,"Epilepsy, Tonic-Clonic",N,
5040,QualifierName,Q000188,12150593,,,6,,Y,drug therapy
5041,DescriptorName,D006801,12150593,,,7,Humans,N,
5042,DescriptorName,D007231,12150593,,,8,"Infant, Newborn",N,
5043,DescriptorName,D008012,12150593,,,9,Lidocaine,N,
5044,QualifierName,Q000008,12150593,,,9,,N,administration & dosage
5045,DescriptorName,D008297,12150593,,,10,Male,N,
5046,DescriptorName,D015878,12150593,,,11,Mydriasis,N,
5047,QualifierName,Q000139,12150593,,,11,,Y,chemically induced
5048,DescriptorName,D010634,12150593,,,12,Phenobarbital,N,
5049,QualifierName,Q000627,12150593,,,12,,N,therapeutic use
5050,DescriptorName,D010672,12150593,,,13,Phenytoin,N,
5051,QualifierName,Q000627,12150593,,,13,,N,therapeutic use
5052,Chemical,D000964,12153007,"Antimetabolites, Antineoplastic",0,,,,
5053,Chemical,D015649,12153007,Pentostatin,395575MZO7,,,,
5054,DescriptorName,D000208,12153007,,,1,Acute Disease,N,
5055,DescriptorName,D000368,12153007,,,2,Aged,N,
5056,DescriptorName,D000964,12153007,,,3,"Antimetabolites, Antineoplastic",N,
5057,QualifierName,Q000009,12153007,,,3,,Y,adverse effects
5058,DescriptorName,D017809,12153007,,,4,Fatal Outcome,N,
5059,DescriptorName,D006801,12153007,,,5,Humans,N,
5060,DescriptorName,D007943,12153007,,,6,"Leukemia, Hairy Cell",N,
5061,QualifierName,Q000150,12153007,,,6,,N,complications
5062,DescriptorName,D007951,12153007,,,7,"Leukemia, Myeloid",N,
5063,QualifierName,Q000139,12153007,,,7,,Y,chemically induced
5064,DescriptorName,D007958,12153007,,,8,Leukocyte Count,N,
5065,DescriptorName,D008297,12153007,,,9,Male,N,
5066,DescriptorName,D009190,12153007,,,10,Myelodysplastic Syndromes,N,
5067,QualifierName,Q000139,12153007,,,10,,Y,chemically induced
5068,DescriptorName,D016609,12153007,,,11,"Neoplasms, Second Primary",N,
5069,QualifierName,Q000139,12153007,,,11,,Y,chemically induced
5070,DescriptorName,D015649,12153007,,,12,Pentostatin,N,
5071,QualifierName,Q000009,12153007,,,12,,Y,adverse effects
5072,DescriptorName,D010976,12153007,,,13,Platelet Count,N,
5073,Chemical,D014662,12163813,Vasoconstrictor Agents,0,,,,
5074,Chemical,D014667,12163813,Vasopressins,11000-17-2,,,,
5075,DescriptorName,D004305,12163813,,,1,"Dose-Response Relationship, Drug",N,
5076,DescriptorName,D005119,12163813,,,2,Extravasation of Diagnostic and Therapeutic Materials,N,
5077,DescriptorName,D005260,12163813,,,3,Female,N,
5078,DescriptorName,D006801,12163813,,,4,Humans,N,
5079,DescriptorName,D007087,12163813,,,5,Illinois,N,
5080,DescriptorName,D007262,12163813,,,6,"Infusions, Intravenous",N,
5081,DescriptorName,D008875,12163813,,,7,Middle Aged,N,
5082,DescriptorName,D009336,12163813,,,8,Necrosis,N,
5083,DescriptorName,D011552,12163813,,,9,Pseudomonas Infections,N,
5084,QualifierName,Q000150,12163813,,,9,,Y,complications
5085,DescriptorName,D012772,12163813,,,10,"Shock, Septic",N,
5086,QualifierName,Q000150,12163813,,,10,,Y,complications
5087,DescriptorName,D012867,12163813,,,11,Skin,N,
5088,QualifierName,Q000187,12163813,,,11,,Y,drug effects
5089,DescriptorName,D017211,12163813,,,12,Treatment Failure,N,
5090,DescriptorName,D014662,12163813,,,13,Vasoconstrictor Agents,N,
5091,QualifierName,Q000008,12163813,,,13,,Y,administration & dosage
5092,DescriptorName,D014667,12163813,,,14,Vasopressins,N,
5093,QualifierName,Q000008,12163813,,,14,,Y,administration & dosage
5094,Chemical,D000477,12166705,Alkylating Agents,0,,,,
5095,Chemical,D000903,12166705,"Antibiotics, Antineoplastic",0,,,,
5096,Chemical,D016685,12166705,Mitomycin,50SG953SK6,,,,
5097,DescriptorName,D000230,12166705,,,1,Adenocarcinoma,N,
5098,QualifierName,Q000175,12166705,,,1,,N,diagnosis
5099,DescriptorName,D000477,12166705,,,2,Alkylating Agents,N,
5100,QualifierName,Q000009,12166705,,,2,,Y,adverse effects
5101,DescriptorName,D000903,12166705,,,3,"Antibiotics, Antineoplastic",N,
5102,QualifierName,Q000009,12166705,,,3,,Y,adverse effects
5103,DescriptorName,D003110,12166705,,,4,Colonic Neoplasms,N,
5104,QualifierName,Q000175,12166705,,,4,,N,diagnosis
5105,DescriptorName,D003937,12166705,,,5,"Diagnosis, Differential",N,
5106,DescriptorName,D005260,12166705,,,6,Female,N,
5107,DescriptorName,D006463,12166705,,,7,Hemolytic-Uremic Syndrome,N,
5108,QualifierName,Q000139,12166705,,,7,,Y,chemically induced
5109,DescriptorName,D006801,12166705,,,8,Humans,N,
5110,DescriptorName,D008875,12166705,,,9,Middle Aged,N,
5111,DescriptorName,D016685,12166705,,,10,Mitomycin,N,
5112,QualifierName,Q000009,12166705,,,10,,Y,adverse effects
5113,DescriptorName,D051437,12166705,,,11,Renal Insufficiency,N,
5114,QualifierName,Q000139,12166705,,,11,,N,chemically induced
5115,Chemical,D017338,12181031,Cladribine,47M74X9YT5,,,,
5116,DescriptorName,D000368,12181031,,,1,Aged,N,
5117,DescriptorName,D017338,12181031,,,2,Cladribine,N,
5118,QualifierName,Q000008,12181031,,,2,,N,administration & dosage
5119,DescriptorName,D005260,12181031,,,3,Female,N,
5120,DescriptorName,D006801,12181031,,,4,Humans,N,
5121,DescriptorName,D007943,12181031,,,5,"Leukemia, Hairy Cell",N,
5122,QualifierName,Q000150,12181031,,,5,,Y,complications
5123,DescriptorName,D051437,12181031,,,6,Renal Insufficiency,N,
5124,QualifierName,Q000209,12181031,,,6,,N,etiology
5125,DescriptorName,D013921,12181031,,,7,Thrombocytopenia,N,
5126,QualifierName,Q000139,12181031,,,7,,N,chemically induced
5127,DescriptorName,D016896,12181031,,,8,Treatment Outcome,N,
5128,DescriptorName,D014657,12181031,,,9,Vasculitis,N,
5129,QualifierName,Q000139,12181031,,,9,,Y,chemically induced
5130,Chemical,D000894,12187348,"Anti-Inflammatory Agents, Non-Steroidal",0,,,,
5131,Chemical,D003545,12187348,Cysteine,K848JZ4886,,,,
5132,Chemical,C026535,12187348,bucillamine,R80LRA5WTF,,,,
5133,DescriptorName,D000328,12187348,,,1,Adult,N,
5134,DescriptorName,D000894,12187348,,,2,"Anti-Inflammatory Agents, Non-Steroidal",N,
5135,QualifierName,Q000009,12187348,,,2,,Y,adverse effects
5136,DescriptorName,D001172,12187348,,,3,"Arthritis, Rheumatoid",N,
5137,QualifierName,Q000188,12187348,,,3,,N,drug therapy
5138,DescriptorName,D001940,12187348,,,4,Breast,N,
5139,QualifierName,Q000473,12187348,,,4,,Y,pathology
5140,DescriptorName,D001941,12187348,,,5,Breast Diseases,N,
5141,QualifierName,Q000139,12187348,,,5,,Y,chemically induced
5142,DescriptorName,D003545,12187348,,,6,Cysteine,N,
5143,QualifierName,Q000009,12187348,,,6,,Y,adverse effects
5144,DescriptorName,D005260,12187348,,,7,Female,N,
5145,DescriptorName,D006801,12187348,,,8,Humans,N,
5146,DescriptorName,D006965,12187348,,,9,Hyperplasia,N,
5147,QualifierName,Q000139,12187348,,,9,,N,chemically induced
5148,DescriptorName,D006984,12187348,,,10,Hypertrophy,N,
5149,QualifierName,Q000139,12187348,,,10,,N,chemically induced
5150,DescriptorName,D016462,12187348,,,11,Mammaplasty,N,
5151,QualifierName,Q000379,12187348,,,11,,N,methods
5152,DescriptorName,D016896,12187348,,,12,Treatment Outcome,N,
5153,Chemical,D014635,12196666,Valproic Acid,614OI1Z5WI,,,,
5154,DescriptorName,D000014,12196666,,,1,"Abnormalities, Drug-Induced",Y,
5155,QualifierName,Q000175,12196666,,,1,,N,diagnosis
5156,DescriptorName,D000015,12196666,,,2,"Abnormalities, Multiple",N,
5157,QualifierName,Q000139,12196666,,,2,,Y,chemically induced
5158,DescriptorName,D002648,12196666,,,3,Child,N,
5159,DescriptorName,D002675,12196666,,,4,"Child, Preschool",N,
5160,DescriptorName,D002658,12196666,,,5,Developmental Disabilities,N,
5161,QualifierName,Q000139,12196666,,,5,,Y,chemically induced
5162,DescriptorName,D004827,12196666,,,6,Epilepsy,N,
5163,QualifierName,Q000188,12196666,,,6,,N,drug therapy
5164,DescriptorName,D005145,12196666,,,7,Face,N,
5165,QualifierName,Q000002,12196666,,,7,,Y,abnormalities
5166,DescriptorName,D005260,12196666,,,8,Female,N,
5167,DescriptorName,D020022,12196666,,,9,Genetic Predisposition to Disease,Y,
5168,DescriptorName,D006801,12196666,,,10,Humans,N,
5169,DescriptorName,D007223,12196666,,,11,Infant,N,
5170,DescriptorName,D007231,12196666,,,12,"Infant, Newborn",N,
5171,DescriptorName,D008297,12196666,,,13,Male,N,
5172,DescriptorName,D008431,12196666,,,14,Maternal-Fetal Exchange,N,
5173,DescriptorName,D011247,12196666,,,15,Pregnancy,N,
5174,DescriptorName,D011248,12196666,,,16,Pregnancy Complications,N,
5175,QualifierName,Q000188,12196666,,,16,,N,drug therapy
5176,DescriptorName,D013577,12196666,,,17,Syndrome,N,
5177,DescriptorName,D014635,12196666,,,18,Valproic Acid,N,
5178,QualifierName,Q000009,12196666,,,18,,Y,adverse effects
5179,Chemical,D018501,12218252,Antirheumatic Agents,0,,,,
5180,Chemical,D007074,12218252,Immunoglobulin G,0,,,,
5181,Chemical,D007166,12218252,Immunosuppressive Agents,0,,,,
5182,Chemical,D018124,12218252,"Receptors, Tumor Necrosis Factor",0,,,,
5183,Chemical,D014409,12218252,Tumor Necrosis Factor-alpha,0,,,,
5184,Chemical,D016572,12218252,Cyclosporine,83HN0GTJ6D,,,,
5185,Chemical,D000068800,12218252,Etanercept,OP401G7OJC,,,,
5186,DescriptorName,D018501,12218252,,,1,Antirheumatic Agents,N,
5187,QualifierName,Q000009,12218252,,,1,,Y,adverse effects
5188,DescriptorName,D015535,12218252,,,2,"Arthritis, Psoriatic",N,
5189,QualifierName,Q000188,12218252,,,2,,N,drug therapy
5190,DescriptorName,D016572,12218252,,,3,Cyclosporine,N,
5191,QualifierName,Q000009,12218252,,,3,,Y,adverse effects
5192,DescriptorName,D000068800,12218252,,,4,Etanercept,N,
5193,DescriptorName,D006801,12218252,,,5,Humans,N,
5194,DescriptorName,D007074,12218252,,,6,Immunoglobulin G,N,
5195,QualifierName,Q000627,12218252,,,6,,Y,therapeutic use
5196,DescriptorName,D007166,12218252,,,7,Immunosuppressive Agents,N,
5197,QualifierName,Q000009,12218252,,,7,,Y,adverse effects
5198,DescriptorName,D008297,12218252,,,8,Male,N,
5199,DescriptorName,D008875,12218252,,,9,Middle Aged,N,
5200,DescriptorName,D011565,12218252,,,10,Psoriasis,N,
5201,QualifierName,Q000188,12218252,,,10,,Y,drug therapy
5202,DescriptorName,D018124,12218252,,,11,"Receptors, Tumor Necrosis Factor",N,
5203,QualifierName,Q000627,12218252,,,11,,Y,therapeutic use
5204,DescriptorName,D014409,12218252,,,12,Tumor Necrosis Factor-alpha,N,
5205,QualifierName,Q000037,12218252,,,12,,Y,antagonists & inhibitors
5206,Chemical,D000900,12221670,Anti-Bacterial Agents,0,,,,
5207,Chemical,D010975,12221670,Platelet Aggregation Inhibitors,0,,,,
5208,Chemical,D016179,12221670,Granulocyte Colony-Stimulating Factor,143011-72-7,,,,
5209,Chemical,D013988,12221670,Ticlopidine,OM90ZUW7M1,,,,
5210,DescriptorName,D017677,12221670,,,1,Age Distribution,N,
5211,DescriptorName,D000368,12221670,,,2,Aged,N,
5212,DescriptorName,D000369,12221670,,,3,"Aged, 80 and over",N,
5213,DescriptorName,D000380,12221670,,,4,Agranulocytosis,N,
5214,QualifierName,Q000139,12221670,,,4,,N,chemically induced
5215,DescriptorName,D000741,12221670,,,5,"Anemia, Aplastic",N,
5216,QualifierName,Q000139,12221670,,,5,,Y,chemically induced
5217,DescriptorName,D000900,12221670,,,6,Anti-Bacterial Agents,N,
5218,DescriptorName,D001803,12221670,,,7,Blood Transfusion,N,
5219,DescriptorName,D001853,12221670,,,8,Bone Marrow,N,
5220,QualifierName,Q000473,12221670,,,8,,N,pathology
5221,DescriptorName,D003924,12221670,,,9,"Diabetes Mellitus, Type 2",N,
5222,QualifierName,Q000150,12221670,,,9,,N,complications
5223,DescriptorName,D003951,12221670,,,10,Diagnostic Errors,N,
5224,DescriptorName,D004359,12221670,,,11,"Drug Therapy, Combination",N,
5225,QualifierName,Q000627,12221670,,,11,,N,therapeutic use
5226,DescriptorName,D016179,12221670,,,12,Granulocyte Colony-Stimulating Factor,N,
5227,QualifierName,Q000627,12221670,,,12,,N,therapeutic use
5228,DescriptorName,D006412,12221670,,,13,Hematopoietic Stem Cells,N,
5229,QualifierName,Q000187,12221670,,,13,,N,drug effects
5230,DescriptorName,D006801,12221670,,,14,Humans,N,
5231,DescriptorName,D008297,12221670,,,15,Male,N,
5232,DescriptorName,D016491,12221670,,,16,Peripheral Vascular Diseases,N,
5233,QualifierName,Q000150,12221670,,,16,,N,complications
5234,DescriptorName,D010975,12221670,,,17,Platelet Aggregation Inhibitors,N,
5235,QualifierName,Q000009,12221670,,,17,,Y,adverse effects
5236,DescriptorName,D018805,12221670,,,18,Sepsis,N,
5237,QualifierName,Q000188,12221670,,,18,,N,drug therapy
5238,DescriptorName,D017678,12221670,,,19,Sex Distribution,N,
5239,DescriptorName,D013921,12221670,,,20,Thrombocytopenia,N,
5240,QualifierName,Q000139,12221670,,,20,,N,chemically induced
5241,DescriptorName,D013988,12221670,,,21,Ticlopidine,N,
5242,QualifierName,Q000009,12221670,,,21,,Y,adverse effects
5243,Chemical,D000894,12234159,"Anti-Inflammatory Agents, Non-Steroidal",0,,,,
5244,Chemical,D007783,12234159,Lactones,0,,,,
5245,Chemical,D013450,12234159,Sulfones,0,,,,
5246,Chemical,C116926,12234159,rofecoxib,0QTW8Z7MCR,,,,
5247,DescriptorName,D000328,12234159,,,1,Adult,N,
5248,DescriptorName,D000894,12234159,,,2,"Anti-Inflammatory Agents, Non-Steroidal",N,
5249,QualifierName,Q000009,12234159,,,2,,Y,adverse effects
5250,DescriptorName,D003875,12234159,,,3,Drug Eruptions,N,
5251,QualifierName,Q000209,12234159,,,3,,Y,etiology
5252,DescriptorName,D004412,12234159,,,4,Dysmenorrhea,N,
5253,QualifierName,Q000150,12234159,,,4,,N,complications
5254,DescriptorName,D004890,12234159,,,5,Erythema,N,
5255,QualifierName,Q000139,12234159,,,5,,N,chemically induced
5256,DescriptorName,D005260,12234159,,,6,Female,N,
5257,DescriptorName,D006801,12234159,,,7,Humans,N,
5258,DescriptorName,D007783,12234159,,,8,Lactones,N,
5259,QualifierName,Q000009,12234159,,,8,,Y,adverse effects
5260,DescriptorName,D013450,12234159,,,9,Sulfones,N,
5261,Chemical,D014284,122410,Triiodothyronine,06LU7C9H1V,,,,
5262,Chemical,D013973,122410,Thyrotropin-Releasing Hormone,5Y5F15120W,,,,
5263,Chemical,D013972,122410,Thyrotropin,9002-71-5,,,,
5264,Chemical,D013974,122410,Thyroxine,Q51BO43MG4,,,,
5265,DescriptorName,D000293,122410,,,1,Adolescent,N,
5266,DescriptorName,D005260,122410,,,2,Female,N,
5267,DescriptorName,D006801,122410,,,3,Humans,N,
5268,DescriptorName,D007037,122410,,,4,Hypothyroidism,N,
5269,QualifierName,Q000188,122410,,,4,,Y,drug therapy
5270,DescriptorName,D007700,122410,,,5,Kinetics,N,
5271,DescriptorName,D013972,122410,,,6,Thyrotropin,N,
5272,QualifierName,Q000097,122410,,,6,,N,blood
5273,DescriptorName,D013973,122410,,,7,Thyrotropin-Releasing Hormone,N,
5274,QualifierName,Q000172,122410,,,7,,Y,deficiency
5275,DescriptorName,D013974,122410,,,8,Thyroxine,N,
5276,QualifierName,Q000009,122410,,,8,,Y,adverse effects
5277,DescriptorName,D014284,122410,,,9,Triiodothyronine,N,
5278,QualifierName,Q000627,122410,,,9,,Y,therapeutic use
5279,Chemical,D000964,12324937,"Antimetabolites, Antineoplastic",0,,,,
5280,Chemical,D003841,12324937,Deoxycytidine,0W860991D6,,,,
5281,Chemical,C056507,12324937,gemcitabine,B76N6SBZ8R,,,,
5282,Chemical,D012264,12324937,Ribonucleotide Reductases,EC 1.17.4.-,,,,
5283,DescriptorName,D000964,12324937,,,1,"Antimetabolites, Antineoplastic",N,
5284,QualifierName,Q000009,12324937,,,1,,N,adverse effects
5285,DescriptorName,D003841,12324937,,,2,Deoxycytidine,N,
5286,QualifierName,Q000009,12324937,,,2,,Y,adverse effects
5287,DescriptorName,D005260,12324937,,,3,Female,N,
5288,DescriptorName,D006463,12324937,,,4,Hemolytic-Uremic Syndrome,N,
5289,QualifierName,Q000139,12324937,,,4,,Y,chemically induced
5290,DescriptorName,D006801,12324937,,,5,Humans,N,
5291,DescriptorName,D008297,12324937,,,6,Male,N,
5292,DescriptorName,D008875,12324937,,,7,Middle Aged,N,
5293,DescriptorName,D010051,12324937,,,8,Ovarian Neoplasms,N,
5294,QualifierName,Q000188,12324937,,,8,,Y,drug therapy
5295,DescriptorName,D012264,12324937,,,9,Ribonucleotide Reductases,N,
5296,QualifierName,Q000037,12324937,,,9,,N,antagonists & inhibitors
5297,Chemical,D000889,12365708,Anti-Arrhythmia Agents,0,,,,
5298,Chemical,D000638,12365708,Amiodarone,N3RQ532IUT,,,,
5299,DescriptorName,D000368,12365708,,,1,Aged,N,
5300,DescriptorName,D000638,12365708,,,2,Amiodarone,N,
5301,QualifierName,Q000009,12365708,,,2,,Y,adverse effects
5302,DescriptorName,D000889,12365708,,,3,Anti-Arrhythmia Agents,N,
5303,QualifierName,Q000009,12365708,,,3,,Y,adverse effects
5304,DescriptorName,D001145,12365708,,,4,"Arrhythmias, Cardiac",N,
5305,QualifierName,Q000188,12365708,,,4,,N,drug therapy
5306,DescriptorName,D006801,12365708,,,5,Humans,N,
5307,DescriptorName,D008297,12365708,,,6,Male,N,
5308,DescriptorName,D019338,12365708,,,7,Polypharmacy,N,
5309,DescriptorName,D014786,12365708,,,8,Vision Disorders,N,
5310,QualifierName,Q000139,12365708,,,8,,Y,chemically induced
5311,DescriptorName,D014792,12365708,,,9,Visual Acuity,N,
5312,QualifierName,Q000187,12365708,,,9,,N,drug effects
5313,Chemical,D001548,1238016,Benzalkonium Compounds,0,,,,
5314,DescriptorName,D001548,1238016,,,1,Benzalkonium Compounds,N,
5315,QualifierName,Q000008,1238016,,,1,,N,administration & dosage
5316,DescriptorName,D002057,1238016,,,2,"Burns, Chemical",N,
5317,QualifierName,Q000209,1238016,,,2,,Y,etiology
5318,DescriptorName,D002180,1238016,,,3,"Candidiasis, Oral",N,
5319,QualifierName,Q000188,1238016,,,3,,N,drug therapy
5320,DescriptorName,D004200,1238016,,,4,Diseases in Twins,Y,
5321,DescriptorName,D005260,1238016,,,5,Female,N,
5322,DescriptorName,D006801,1238016,,,6,Humans,N,
5323,DescriptorName,D007223,1238016,,,7,Infant,N,
5324,DescriptorName,D008297,1238016,,,8,Male,N,
5325,DescriptorName,D008508,1238016,,,9,Medication Errors,N,
5326,DescriptorName,D011247,1238016,,,10,Pregnancy,N,
5327,DescriptorName,D014429,1238016,,,11,"Twins, Dizygotic",N,
5328,Chemical,D000904,12390172,"Antibiotics, Antitubercular",0,,,,
5329,Chemical,D017828,12390172,Rifabutin,1W306TDA6S,,,,
5330,DescriptorName,D000869,12390172,,,1,Anterior Eye Segment,N,
5331,QualifierName,Q000187,12390172,,,1,,Y,drug effects
5332,DescriptorName,D000904,12390172,,,2,"Antibiotics, Antitubercular",N,
5333,QualifierName,Q000009,12390172,,,2,,Y,adverse effects
5334,DescriptorName,D002648,12390172,,,3,Child,N,
5335,DescriptorName,D004596,12390172,,,4,Electroretinography,N,
5336,DescriptorName,D006801,12390172,,,5,Humans,N,
5337,DescriptorName,D008297,12390172,,,6,Male,N,
5338,DescriptorName,D010019,12390172,,,7,Osteomyelitis,N,
5339,QualifierName,Q000150,12390172,,,7,,N,complications
5340,DescriptorName,D012160,12390172,,,8,Retina,N,
5341,QualifierName,Q000187,12390172,,,8,,Y,drug effects
5342,DescriptorName,D012164,12390172,,,9,Retinal Diseases,N,
5343,QualifierName,Q000139,12390172,,,9,,Y,chemically induced
5344,DescriptorName,D017828,12390172,,,10,Rifabutin,N,
5345,QualifierName,Q000009,12390172,,,10,,Y,adverse effects
5346,DescriptorName,D014792,12390172,,,11,Visual Acuity,N,
5347,DescriptorName,D014794,12390172,,,12,Visual Fields,N,
5348,Chemical,D014151,12397859,Anti-Anxiety Agents,0,,,,
5349,Chemical,D018687,12397859,"Antidepressive Agents, Second-Generation",0,,,,
5350,Chemical,D003511,12397859,Cyclohexanols,0,,,,
5351,Chemical,D010879,12397859,Piperazines,0,,,,
5352,Chemical,D014230,12397859,Triazoles,0,,,,
5353,Chemical,C051752,12397859,nefazodone,59H4FCV1TF,,,,
5354,Chemical,D000069470,12397859,Venlafaxine Hydrochloride,7D7RX5A8MO,,,,
5355,Chemical,D000525,12397859,Alprazolam,YU55MQ3IZY,,,,
5356,DescriptorName,D000525,12397859,,,1,Alprazolam,N,
5357,QualifierName,Q000009,12397859,,,1,,Y,adverse effects
5358,DescriptorName,D014151,12397859,,,2,Anti-Anxiety Agents,N,
5359,QualifierName,Q000009,12397859,,,2,,Y,adverse effects
5360,DescriptorName,D018687,12397859,,,3,"Antidepressive Agents, Second-Generation",N,
5361,QualifierName,Q000009,12397859,,,3,,Y,adverse effects
5362,DescriptorName,D003511,12397859,,,4,Cyclohexanols,N,
5363,QualifierName,Q000627,12397859,,,4,,N,therapeutic use
5364,DescriptorName,D004347,12397859,,,5,Drug Interactions,N,
5365,DescriptorName,D005260,12397859,,,6,Female,N,
5366,DescriptorName,D006801,12397859,,,7,Humans,N,
